P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72
-0.82569,0.69624,0.21761,1.0026,-4.6535,1.1848,1.1877,-1.3037,-0.017476,-1.2754,-1.2198,-0.55144,-1.6574,-0.89911,-0.18041,0.56409,0.9526,-1.1962,0.27304,-0.85939,0.11643,-0.95634,-2.2183,-0.71896,-0.41891,1.0031,-1.6004,2.2351,1.8401,-0.047163,-0.49779,1.0761,0.35112,-0.45591,-1.7179,1.4701,-0.35087,-1.2999,0.61645,-1.5406,-3.5916,0.42562,1.7402,2.6265,-1.2943,-1.0482,1.4797,-1.8501,0.33668,-3.0171,2.2354,1.6302,-0.7258,-0.54032,0.53292,-0.43753,0.73556,2.3483,-0.9992,0.22245,-0.21869,-1.003,-0.10344,-0.80785,-1.074,0.031239,0.07338,0.69889,-0.44047,0.81886,2.7206,-0.86633
-0.96529,0.8791,0.36462,1.0758,-5.3416,1.2929,1.2558,-1.6988,-0.025401,-1.5815,-1.4621,-0.66939,-1.8447,-0.81755,-0.21071,0.6197,1.3149,-1.4607,0.41858,-0.79212,0.152,-0.9722,-2.6407,-0.80069,-0.46873,1.123,-1.6547,2.5989,2.0496,0.038675,-0.5142,1.2752,0.6187,-0.4304,-1.9316,1.5548,-0.45418,-1.5397,0.6417,-1.6897,-4.1656,0.53419,1.8881,3.0559,-1.4939,-1.1275,1.8182,-2.2657,0.38386,-3.4185,2.3288,1.767,-0.89078,-0.55662,0.65944,-0.3225,0.81389,2.7029,-1.1284,0.27828,-0.37537,-1.1015,-0.10693,-1.1121,-1.0249,0.014223,0.079958,0.71286,-0.65962,1.3404,3.1344,-0.91383
-1.2182,1.0262,0.64391,1.1647,-5.9988,1.4352,1.3769,-2.105,0.022767,-1.945,-1.6664,-0.77126,-1.9788,-0.85745,-0.28341,0.73078,1.6866,-1.5742,0.60528,-0.73147,0.22046,-1.0632,-3.0408,-0.95957,-0.6399,1.1232,-1.7076,2.9166,2.2188,0.15566,-0.54086,1.5161,0.92534,-0.48934,-2.0082,1.7719,-0.54386,-1.8521,0.6325,-1.8725,-4.7214,0.6768,1.9348,3.358,-1.6891,-1.1693,2.096,-2.6278,0.46669,-3.8336,2.4218,1.8411,-1.0057,-0.57711,0.89314,-0.25279,0.80479,3.1417,-1.1982,0.262,-0.49882,-1.1884,-0.12439,-1.3681,-0.89695,-0.020327,0.059563,0.6924,-0.98748,1.8679,3.5385,-0.97284
-1.399,1.1439,0.9487,1.2971,-6.6473,1.535,1.5201,-2.5292,-0.0038692,-2.3019,-1.9847,-0.96337,-2.0857,-0.80441,-0.35517,0.82832,1.9684,-1.7291,0.82111,-0.73807,0.26413,-1.1325,-3.5261,-1.1277,-0.78992,1.1769,-1.6316,3.2169,2.4521,0.18112,-0.56464,1.8111,1.2856,-0.55883,-1.9974,2.0357,-0.60015,-2.1065,0.55837,-2.119,-5.2476,0.81452,2.0056,3.7424,-1.8581,-1.1883,2.4291,-2.977,0.59531,-4.2706,2.5395,1.9743,-1.0996,-0.53082,1.1419,-0.2052,0.82456,3.6398,-1.2377,0.25621,-0.62753,-1.1606,-0.20842,-1.6194,-0.74304,-0.015107,0.034967,0.78976,-1.3484,2.3846,3.9391,-0.9973
-1.5332,1.2752,1.3531,1.3744,-7.249,1.6116,1.6694,-2.894,-0.037144,-2.6695,-2.3847,-1.1715,-2.1495,-0.81231,-0.43477,0.97452,2.411,-1.9215,1.0058,-0.64435,0.24465,-1.208,-4.1405,-1.3562,-0.82919,1.0741,-1.4361,3.5888,2.7236,0.33411,-0.58144,2.0679,1.6526,-0.68245,-1.9944,2.2296,-0.63164,-2.204,0.49142,-2.3741,-5.8381,0.88735,2.0084,4.2109,-1.9851,-1.2895,2.8129,-3.1994,0.73614,-4.6299,2.6484,2.0691,-1.1144,-0.51861,1.3323,-0.23459,0.78863,4.1624,-1.2767,0.35254,-0.77819,-1.197,-0.26108,-1.8956,-0.53844,-0.014324,0.093293,1.0132,-1.6915,2.8899,4.2447,-1.1465
-1.5925,1.4398,1.6999,1.4287,-7.7945,1.703,1.9077,-3.2107,-0.13907,-3.1087,-2.8926,-1.4109,-2.1467,-0.92036,-0.62536,0.94228,2.7382,-2.1099,1.1319,-0.59126,0.12632,-1.2569,-4.6768,-1.6232,-0.79387,0.9089,-1.1184,3.9092,2.9871,0.47049,-0.48583,2.3797,1.9088,-0.77331,-1.966,2.4753,-0.70443,-2.2808,0.45379,-2.6011,-6.3834,0.95717,2.1096,4.8091,-2.2164,-1.4239,3.2331,-3.4301,0.79836,-4.962,2.6941,2.1348,-1.1168,-0.55924,1.4573,-0.30562,0.63872,4.7031,-1.1933,0.43267,-0.79888,-1.2859,-0.24194,-2.1664,-0.22852,-0.012814,0.17313,1.1761,-2.1638,3.3283,4.6404,-1.3034
-1.6523,1.7357,1.9518,1.3963,-8.3247,1.7378,2.1121,-3.7082,-0.24387,-3.5848,-3.3168,-1.6565,-2.0966,-1.1607,-0.76522,1.0069,3.1121,-2.2632,1.1258,-0.56483,0.010958,-1.173,-5.0518,-1.9013,-0.69588,0.77832,-0.84008,4.149,3.318,0.52229,-0.41729,2.5713,2.0698,-0.86541,-1.9403,2.672,-0.78798,-2.3164,0.41578,-2.8055,-7.047,1.0398,2.1247,5.2687,-2.4776,-1.497,3.5382,-3.6579,0.69758,-5.3245,2.7173,2.1154,-1.1731,-0.60384,1.4779,-0.27019,0.5099,5.1993,-1.1558,0.46953,-0.70387,-1.4617,-0.21884,-2.408,0.069465,-0.02026,0.25737,1.2973,-2.5774,3.7578,5.0113,-1.5125
-1.6718,1.9956,2.1931,1.2914,-8.859,1.8183,2.2581,-4.1153,-0.18872,-4.1235,-3.7469,-1.9375,-2.0505,-1.349,-0.91591,0.9133,3.4368,-2.1707,1.0435,-0.53863,-0.20151,-1.1029,-5.443,-2.1502,-0.44334,0.65138,-0.61147,4.3477,3.5425,0.56379,-0.37986,2.7474,2.3145,-0.92807,-1.9377,2.9495,-0.91155,-2.2316,0.38885,-2.9419,-7.7473,1.1535,2.138,5.8168,-2.734,-1.4435,3.7622,-3.8914,0.6301,-5.7674,2.6637,2.1155,-1.2857,-0.60465,1.4426,-0.2997,0.30375,5.5649,-1.1129,0.60578,-0.67144,-1.6277,-0.28315,-2.5825,0.32759,0.033375,0.39003,1.4555,-2.9537,4.2376,5.3329,-1.8028
-1.7228,2.1132,2.4374,1.0542,-9.4372,1.9737,2.3394,-4.5063,-0.20441,-4.6253,-4.0499,-2.1195,-2.0423,-1.4918,-1.0119,0.85486,3.703,-2.2257,0.96381,-0.60783,-0.34187,-1.023,-5.9671,-2.4823,-0.069395,0.39224,-0.39604,4.5579,3.7443,0.47021,-0.39113,2.8154,2.6488,-0.94148,-1.8891,3.1459,-1.085,-2.0531,0.38193,-3.0453,-8.3031,1.3487,2.0685,6.4635,-3.0404,-1.356,3.9945,-4.184,0.45058,-6.1598,2.7531,2.1756,-1.2979,-0.59309,1.3833,-0.41223,0.072612,5.8035,-1.0029,0.71664,-0.61534,-1.7754,-0.26074,-2.7432,0.49744,0.15428,0.4115,1.7053,-3.3088,4.7286,5.4974,-1.9274
-1.7771,2.1974,2.6762,0.8978,-9.9418,2.1756,2.3404,-4.929,-0.30705,-5.1747,-4.5559,-2.344,-1.9361,-1.5764,-1.0501,0.72551,3.8896,-2.2159,0.8092,-0.6226,-0.51924,-0.9928,-6.3461,-2.8557,0.32418,0.14943,-0.26291,4.7402,3.9919,0.3669,-0.39325,2.8927,3.1013,-1.0202,-1.8846,3.3936,-1.3296,-1.8494,0.38265,-3.1607,-8.8567,1.5609,1.9157,7.2282,-3.4422,-1.2503,4.3009,-4.537,0.28186,-6.5405,2.8366,2.1337,-1.3008,-0.57968,1.2466,-0.51489,-0.1917,6.0427,-0.97126,0.84541,-0.60082,-1.9171,-0.25196,-2.9171,0.67235,0.23202,0.34379,1.9444,-3.6839,5.1937,5.7835,-1.9459
-1.8352,2.2796,2.9236,0.84725,-10.418,2.3649,2.319,-5.3245,-0.35905,-5.551,-5.1329,-2.5675,-1.7852,-1.6444,-1.1687,0.60047,4.0173,-2.3024,0.54604,-0.56707,-0.74458,-1.0937,-6.7403,-3.2443,0.61759,-0.15473,-0.097412,4.831,4.2262,0.21857,-0.40824,2.9272,3.4279,-1.0515,-1.9189,3.7232,-1.6496,-1.6358,0.38921,-3.2635,-9.4267,1.8242,1.7758,7.9265,-3.8134,-1.2377,4.3977,-4.9019,0.17716,-6.9085,2.8827,1.9942,-1.3703,-0.62699,1.1226,-0.54593,-0.56453,6.2458,-0.86574,0.96436,-0.51593,-2.0512,-0.30818,-3.0584,0.73504,0.22013,0.23364,2.1505,-4.0953,5.6334,6.023,-1.9865
-1.7638,2.361,3.1823,0.69993,-10.842,2.46,2.3521,-5.6972,-0.44224,-5.9011,-5.7129,-2.7988,-1.6512,-1.6322,-1.2476,0.48614,4.1148,-2.5508,0.38005,-0.415,-0.96512,-1.2916,-7.2506,-3.6713,0.80673,-0.50691,0.078359,4.9222,4.3952,0.029316,-0.25797,3.0081,3.7133,-1.1392,-1.9576,3.9482,-1.9716,-1.5003,0.39449,-3.356,-10.016,2.1727,1.5215,8.6231,-4.1031,-1.2525,4.4542,-5.2878,0.037131,-7.307,2.7204,1.863,-1.5212,-0.62225,0.88425,-0.69678,-0.80662,6.5553,-0.75523,1.0481,-0.43266,-2.225,-0.3529,-3.1171,0.69351,0.11305,0.15355,2.386,-4.59,5.9654,6.3303,-1.9928
-1.7508,2.5194,3.513,0.53023,-11.313,2.6247,2.361,-6.1237,-0.42678,-6.4045,-6.335,-3.1411,-1.5764,-1.6806,-1.2223,0.42957,4.3128,-2.8943,0.17794,-0.18808,-1.1869,-1.4874,-7.8338,-4.1229,1.0061,-0.71871,0.25699,4.9599,4.5057,-0.092953,-0.017112,3.0709,3.9864,-1.1817,-2.0056,3.9996,-2.3295,-1.3423,0.34011,-3.5236,-10.596,2.507,1.3199,9.2872,-4.397,-1.3406,4.572,-5.6801,-0.11517,-7.6427,2.5332,1.809,-1.6047,-0.49543,0.70261,-0.63306,-1.1576,6.8907,-0.78755,1.1561,-0.44055,-2.3992,-0.34348,-3.2434,0.63833,-0.016248,0.072751,2.5337,-5.1573,6.1624,6.5835,-2.0413
-1.7271,2.7859,3.7579,0.21544,-11.729,2.7829,2.4529,-6.5861,-0.25717,-6.9523,-6.8848,-3.4327,-1.4286,-1.7759,-1.2267,0.43006,4.4013,-3.2294,-0.11539,-0.042203,-1.3446,-1.5335,-8.4189,-4.5632,1.1869,-0.9024,0.42503,4.9829,4.6832,-0.35536,0.19927,3.2051,4.2685,-1.0823,-2.1328,4.0966,-2.7568,-1.0799,0.33876,-3.6696,-11.278,2.8296,1.0368,9.8748,-4.7979,-1.3956,4.6656,-6.0264,-0.1559,-7.956,2.3507,1.6177,-1.6353,-0.32486,0.51156,-0.68986,-1.3284,7.1718,-0.66194,1.3068,-0.4644,-2.5712,-0.30128,-3.3717,0.44804,-0.057078,0.14087,2.7226,-5.7415,6.3249,6.7984,-1.9749
-1.7192,3.0634,3.9685,0.075485,-12.235,2.8418,2.578,-7.2104,-0.15621,-7.4916,-7.4963,-3.7351,-1.273,-1.7841,-1.2114,0.34132,4.5603,-3.6068,-0.39205,0.18724,-1.4426,-1.4357,-9.0338,-4.8664,1.3594,-1.1019,0.5155,5.0112,4.8848,-0.64001,0.35402,3.2787,4.5236,-1.126,-2.1799,4.1246,-3.1011,-0.66912,0.35297,-3.8218,-11.904,3.22,0.73153,10.227,-5.3016,-1.5409,4.7051,-6.5194,-0.24786,-8.2063,2.2624,1.3846,-1.6717,-0.30798,0.26114,-0.74539,-1.5831,7.48,-0.48392,1.4503,-0.51427,-2.7405,-0.30246,-3.4653,0.19949,-0.028206,0.24459,2.8919,-6.2311,6.4674,7.1109,-1.9389
-1.6897,3.3019,4.1059,0.15434,-12.817,3.0449,2.685,-7.8333,-0.086284,-8.08,-8.0222,-3.9828,-1.0745,-1.7994,-1.1151,0.26663,4.8096,-3.9582,-0.64823,0.36835,-1.6553,-1.391,-9.4905,-5.1622,1.6558,-1.2165,0.64997,4.9819,5.0881,-0.98576,0.48697,3.3044,4.7241,-1.1507,-2.1375,4.0924,-3.4768,-0.22972,0.42908,-3.9472,-12.48,3.6282,0.44038,10.554,-5.8196,-1.6939,4.6183,-7.1136,-0.26128,-8.4817,2.1568,1.2231,-1.595,-0.37086,-0.052243,-0.83872,-1.7447,7.6878,-0.27512,1.4916,-0.51251,-2.7584,-0.39362,-3.4988,-0.14747,-0.059837,0.23016,3.0334,-6.7749,6.5248,7.4108,-1.8198
-1.6081,3.5222,4.1592,0.37584,-13.452,3.1902,2.7716,-8.462,0.022494,-8.6944,-8.4408,-4.1727,-0.84704,-1.7507,-1.0375,0.14847,5.121,-4.3766,-0.92705,0.52335,-1.8367,-1.3762,-9.8361,-5.5424,1.8676,-1.3504,0.66414,4.866,5.2394,-1.2421,0.62951,3.212,5.0159,-1.0953,-2.0315,4.1269,-3.7854,0.2036,0.55739,-3.9401,-12.996,4.1331,0.0019409,10.737,-6.3844,-1.8763,4.5243,-7.7358,-0.409,-8.7386,2.2107,1.0863,-1.5089,-0.33121,-0.43858,-0.79253,-1.9675,7.8641,-0.081868,1.6572,-0.47795,-2.6383,-0.50685,-3.4821,-0.57751,-0.017774,0.19816,3.0687,-7.2461,6.5266,7.6904,-1.6833
-1.5394,3.7679,4.1423,0.4812,-14.007,3.3607,2.7821,-9.0503,0.17227,-9.2842,-8.8913,-4.4431,-0.63731,-1.7789,-1.0271,-0.03769,5.415,-4.6496,-1.2245,0.70783,-2.1198,-1.3171,-10.214,-5.8887,2.2391,-1.4363,0.72708,4.8498,5.4095,-1.6062,0.79027,2.9656,5.2753,-0.99686,-1.883,4.1591,-4.0759,0.57904,0.70995,-3.9466,-13.619,4.5394,-0.44431,11.027,-6.9955,-2.0138,4.3802,-8.3713,-0.50933,-8.9937,2.147,0.9143,-1.609,-0.32096,-0.86096,-0.8343,-2.1395,8.1768,0.13292,1.8829,-0.43569,-2.5333,-0.5787,-3.4343,-1.0151,0.011842,0.26742,3.0694,-7.7771,6.5522,7.9549,-1.5847
-1.4298,4.1337,4.1,0.5646,-14.522,3.487,2.7603,-9.6485,0.33323,-9.761,-9.2962,-4.6738,-0.45977,-1.8945,-1.0566,-0.35353,5.6565,-4.7891,-1.5386,0.95283,-2.5152,-1.3192,-10.544,-6.1637,2.6116,-1.6134,0.90703,4.785,5.5729,-2.1172,0.88348,2.6108,5.6038,-0.83677,-1.6967,4.0971,-4.2779,0.96054,0.86837,-3.9434,-14.188,4.8904,-0.72835,11.317,-7.632,-2.2401,4.249,-8.9539,-0.5859,-9.2839,2.0723,0.79998,-1.7554,-0.24424,-1.205,-0.81179,-2.3454,8.7071,0.39466,2.2106,-0.27927,-2.3968,-0.56258,-3.3615,-1.4691,0.11121,0.31744,2.9675,-8.3431,6.5844,8.2105,-1.4438
-1.316,4.4671,4.0814,0.68348,-15.043,3.6312,2.7627,-10.245,0.52748,-10.138,-9.669,-4.8001,-0.22279,-1.9114,-1.0241,-0.69211,5.8385,-4.9485,-1.8778,1.2622,-2.9587,-1.3477,-10.789,-6.4856,3.0208,-1.7054,1.0571,4.7305,5.7533,-2.6407,0.89128,2.2915,5.8948,-0.62021,-1.4813,4.0402,-4.4239,1.2603,0.9517,-3.9898,-14.638,5.2209,-0.93475,11.61,-8.3035,-2.4666,4.0963,-9.501,-0.66558,-9.5612,1.8681,0.61166,-1.8606,-0.073876,-1.6346,-0.71701,-2.6019,9.2611,0.72625,2.4235,-0.18474,-2.1909,-0.47343,-3.3089,-1.9398,0.2027,0.20172,2.8841,-8.8638,6.6031,8.441,-1.2179
-1.1406,4.7818,4.1134,0.69341,-15.584,3.833,2.7212,-10.955,0.66044,-10.527,-10.037,-4.9563,0.055707,-1.9191,-1.0336,-0.89758,5.923,-5.1585,-2.2315,1.5911,-3.3384,-1.3696,-10.958,-6.8632,3.3724,-1.7534,1.2894,4.654,5.9419,-3.2276,0.94672,1.971,6.2134,-0.50969,-1.4377,3.9181,-4.4742,1.5339,1.0117,-4.1674,-15.102,5.6276,-1.2081,11.879,-9.0244,-2.7562,3.8627,-10.041,-0.87008,-9.7912,1.6168,0.43203,-1.9455,0.026258,-2.1114,-0.62992,-2.8934,9.8935,0.94192,2.5979,-0.012868,-1.9719,-0.45424,-3.2281,-2.4338,0.34072,-0.061554,2.8554,-9.3481,6.6078,8.6339,-1.0186
-0.99129,5.1137,4.0889,0.66694,-16.108,4.0136,2.6748,-11.565,0.91375,-10.972,-10.389,-5.0928,0.30522,-1.9688,-1.0015,-1.0678,5.9663,-5.3069,-2.5845,1.8595,-3.7506,-1.362,-11.061,-7.1043,3.7598,-1.8291,1.4261,4.5594,6.1256,-3.8414,1.0488,1.7629,6.5609,-0.44679,-1.4595,3.9142,-4.3819,1.839,1.0312,-4.4419,-15.596,6.0128,-1.3155,12.061,-9.6223,-3.0685,3.6673,-10.698,-0.97098,-9.9849,1.3173,0.36529,-2.1053,0.10698,-2.6513,-0.52109,-3.0943,10.471,1.2671,2.8129,0.17287,-1.6245,-0.46927,-3.176,-2.815,0.44931,-0.20785,2.8401,-9.8541,6.5308,8.8197,-0.84398
-0.91537,5.4623,4.1088,0.76187,-16.59,4.2282,2.5998,-12.056,1.235,-11.547,-10.725,-5.1481,0.58175,-2.0107,-1.0027,-1.2385,6.0629,-5.3463,-3.0004,2.211,-4.2228,-1.3634,-11.098,-7.4755,4.1659,-1.9419,1.5744,4.4383,6.2715,-4.5222,1.1783,1.611,6.9227,-0.53131,-1.4165,3.8792,-4.2829,2.1277,0.98968,-4.7143,-16.05,6.4017,-1.4237,12.23,-10.193,-3.4115,3.5608,-11.267,-1.0723,-10.091,1.0217,0.22651,-2.2531,0.043456,-3.2704,-0.40373,-3.2359,11.066,1.5168,3.0745,0.36683,-1.3059,-0.4296,-3.1613,-3.2128,0.52404,-0.28916,2.9172,-10.317,6.4486,8.9799,-0.77921
-0.94313,5.7332,4.202,0.82063,-17.195,4.4223,2.5866,-12.557,1.5926,-12.1,-11.024,-5.2223,0.7845,-2.0547,-0.91456,-1.3763,6.1852,-5.4004,-3.3275,2.4133,-4.8502,-1.5234,-11.125,-7.7705,4.5687,-2.0755,1.6042,4.3302,6.4543,-5.1945,1.3996,1.4025,7.3322,-0.67426,-1.4074,3.9709,-4.1207,2.5999,1.0368,-4.8371,-16.509,6.7285,-1.594,12.501,-10.794,-3.6205,3.5146,-11.791,-1.0835,-10.316,0.78182,0.16009,-2.3804,-0.029063,-3.854,-0.2934,-3.4128,11.685,1.7912,3.2485,0.52237,-1.1188,-0.29908,-3.0744,-3.5281,0.68821,-0.291,2.9603,-10.663,6.4464,9.0075,-0.71646
