P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72
-1.3799,-4.781,4.8627,1.1436,0.40366,-0.11725,8.0829,-5.0731,4.4691,-3.9151,6.4588,0.56972,-6.2191,4.3031,-2.3562,0.25567,3.9662,5.4253,-4.7884,-7.0155,4.9708,6.1663,-0.11326,-0.32992,-0.80573,-2.5861,2.7191,2.6811,-4.9973,3.7243,5.0646,0.18606,2.6638,-0.074802,-0.51541,1.6483,2.7607,4.9482,-3.193,0.05309,-1.6852,0.33214,0.1284,7.8203,1.0449,5.6036,4.035,-4.0526,-0.28148,-0.17178,2.7121,-4.7267,1.2538,-5.9637,3.1198,0.58549,-2.7602,5.5179,-8.1244,0.44734,4.7629,-1.4636,-5.2315,0.66858,3.4779,4.5257,-2.3858,4.08,4.2167,3.2825,-2.1561,-4.0785
-1.4249,-4.9597,5.274,1.3632,0.34367,-0.52183,8.5027,-5.4013,4.914,-4.0231,6.8061,0.15357,-6.6551,4.339,-1.9029,0.4337,3.9662,5.8644,-4.9861,-7.9572,5.2106,6.6314,-0.052086,-0.23564,-1.0179,-2.4904,3.3122,3.4663,-4.7626,4.2679,5.3703,0.37527,3.1248,-0.30836,-0.87851,1.6483,2.8846,5.3438,-3.841,-0.35849,-1.9579,0.44112,0.085637,8.3282,0.77402,6.0036,4.4587,-4.1471,-0.077674,0.40223,2.9827,-5.0762,1.79,-6.3643,3.4249,0.32175,-2.7602,5.5179,-8.2551,0.55508,5.1299,-1.5516,-5.9956,0.62655,4.0586,5.2444,-2.5866,3.8523,4.5997,3.3889,-2.2518,-4.4617
-1.5052,-5.1918,5.5865,1.5225,0.29077,-0.54165,9.1261,-5.0551,5.2139,-4.4016,7.0719,-0.079161,-7.0271,4.3626,-2.1934,0.48281,4.0791,6.5193,-4.9539,-8.3272,5.4518,7.0736,-0.080776,-0.19646,-1.2925,-2.0493,4.046,3.3838,-4.7171,4.6936,5.9519,0.73907,2.8732,-0.54165,-1.0006,1.8723,3.2318,6.1383,-4.3349,-0.2179,-2.1494,0.19141,0.87958,8.6844,0.7428,6.3137,4.4129,-4.3075,-0.18954,0.28848,2.6128,-5.6392,1.79,-7.0149,3.7138,0.6189,-2.0102,6.548,-8.5346,0.38006,5.2492,-1.6353,-6.9742,0.63249,4.0754,5.6284,-2.5849,4.6146,5.1602,3.1839,-1.1764,-4.7988
-1.5894,-5.4038,5.5306,1.6382,0.50417,-0.54369,9.7897,-5.0666,4.7536,-4.7496,7.266,-0.26521,-7.3986,4.6955,-2.185,0.71121,4.7242,7.0285,-5.3568,-8.9235,5.8433,7.4307,0.19326,-0.056451,-1.6279,-2.007,4.6132,3.7459,-4.8701,4.4135,6.2523,1.0304,2.7961,-0.69961,-1.1082,1.6283,3.9054,6.1383,-4.4809,-0.51318,-2.437,0.41297,0.96065,9.0539,0.56979,6.7322,4.9774,-4.4234,-0.035699,0.67802,2.8995,-6.0006,1.9463,-7.4291,3.9074,1.3743,-2.1992,6.442,-8.9009,0.45615,5.4909,-1.7236,-6.7361,0.77845,4.0538,6.058,-2.7136,5.0041,5.569,2.9816,-0.85788,-5.176
-1.86,-5.7549,5.3588,1.4694,0.62845,-0.54369,9.0102,-5.5214,4.2653,-5.0312,7.5497,-0.41992,-7.5337,4.802,-2.12,0.87023,4.8687,7.7655,-5.6654,-9.5801,6.132,7.5182,-0.055627,0.10184,-2.6276,-1.9842,4.9934,3.9789,-4.8343,4.6665,6.866,1.2057,2.958,-0.48191,-1.4336,1.2187,3.907,6.2832,-5.1494,-0.39204,-2.4849,0.087248,1.2383,9.3152,0.43191,6.8347,5.2016,-4.548,0.04747,0.70761,3.3437,-6.4134,2.2972,-7.861,4.1271,1.5468,-2.1262,6.645,-8.9009,0.35251,5.8206,-1.8087,-7.1094,1.4601,4.5548,6.6923,-3.0559,4.7478,5.8802,3.1319,-0.50139,-5.4945
-2.4248,-6.0223,5.2453,1.6513,0.89533,-0.44463,9.3369,-5.8625,3.9338,-5.113,8.0226,-0.51707,-7.8753,5.1431,-2.2358,0.62793,5.2664,8.2136,-5.9395,-10.227,6.4178,7.9354,0.35551,0.41364,-3.0705,-1.6615,5.2094,4.3065,-4.4709,4.5063,7.0686,1.5481,2.8749,-0.38802,-1.7205,0.8684,3.7865,6.9956,-5.2563,-0.8024,-2.6915,-0.051719,2.0641,9.4845,0.78377,7.1479,5.7123,-4.3677,0.4278,0.45824,3.5239,-7.5285,2.7754,-8.2736,4.5515,1.6355,-1.9046,7.3372,-9.5798,-0.075101,6.2142,-1.9817,-8.3462,1.7866,4.9061,7.132,-3.0573,5.1263,6.2926,3.1392,-0.19832,-5.0147
-3.1416,-6.1981,5.1664,1.8971,0.84376,-0.27366,9.8142,-5.6912,3.5905,-5.2165,8.3403,-0.61914,-8.3435,5.6913,-2.2178,0.62793,5.7411,8.3357,-6.257,-10.993,6.7311,8.3699,0.36514,0.35961,-3.5666,-1.7192,5.3717,4.7315,-4.559,4.2985,7.3808,1.9346,2.9966,-0.61694,-1.5278,1.0714,3.8455,7.2186,-5.703,-1.1426,-3.41,-0.19878,2.4126,10.138,0.55933,7.5077,6.1647,-4.5868,0.5581,0.62441,3.6496,-8.1333,3.0076,-8.6586,4.8597,1.9606,-1.7612,7.569,-10.04,-0.096784,6.5989,-2.2836,-7.6348,1.8666,5.4248,7.5508,-3.1748,6.0272,6.9853,3.1248,0.29796,-5.6859
-3.369,-6.3165,5.2123,2.118,0.93577,-0.47117,10.342,-6.0033,3.5762,-5.338,8.7556,-0.74209,-8.0057,6.2392,-1.9123,0.80573,6.2176,9.2381,-6.6381,-11.579,7.0451,8.4579,0.54455,0.53715,-3.7216,-1.7196,5.2503,4.9195,-4.4516,4.4187,7.8681,2.4428,2.5549,-0.4382,-1.7352,0.75369,3.7485,7.5255,-6.7415,-0.9624,-3.5122,-0.3225,2.9342,10.587,0.805,8.1171,6.6563,-4.3698,0.83708,0.39629,4.0927,-8.3602,2.9749,-9.3627,4.7866,2.4306,-2.0516,7.8805,-10.442,-0.19551,7.2034,-2.3664,-8.0268,2.1501,5.8599,8.0059,-3.431,6.6699,7.309,3.1584,0.50459,-5.7314
-3.185,-6.4295,5.3298,2.4077,1.3018,-0.47117,10.919,-6.0867,3.2391,-5.4025,9.213,-0.85129,-8.2088,7.0314,-1.4065,0.6842,6.4843,9.7076,-6.8665,-12.089,7.4098,9.203,0.67956,0.95417,-4.3736,-1.5021,5.4877,5.063,-4.2176,4.4083,8.1855,2.8244,2.5576,0.16632,-1.9225,0.87214,3.7217,7.9992,-6.7086,-1.4517,-3.8388,-0.38712,3.1962,10.781,0.59385,7.8262,7.1559,-4.5968,1.2101,0.25428,4.44,-8.9368,3.0991,-9.3663,5.0531,3.1201,-1.8176,8.0729,-10.442,-0.059595,7.0922,-2.4986,-7.9373,2.7217,5.6201,8.4247,-3.5527,6.1271,7.772,2.9926,1.2786,-6.2785
-3.5186,-6.3991,5.2425,2.609,1.4299,-0.60857,11.463,-6.2594,2.9764,-5.4808,9.7705,-0.98082,-8.9974,7.2672,-1.6455,0.70295,6.9262,10.155,-7.042,-12.699,7.6073,9.1329,0.83184,0.87023,-5.0867,-1.4557,5.7894,5.2766,-4.3341,4.2373,8.5328,3.2714,2.5778,0.30006,-2.0763,0.54365,3.8565,8.4645,-7.5368,-1.872,-4.183,-0.74252,3.4864,11.124,0.78702,8.4522,7.5867,-4.2498,1.5684,0.058481,4.8529,-9.3826,3.2361,-9.8992,4.9761,3.0939,-1.6979,8.6145,-11.108,0.27764,7.3375,-2.427,-8.0041,2.7479,6.1257,8.6167,-3.788,6.7924,8.2833,2.733,1.2167,-6.0993
