P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P70,P71,P72
-0.70418,-1.3482,2.4896,-0.12662,-1.3331,-0.24444,2.665,-1.2881,1.4306,-2.0113,1.4277,0.25692,-2.0775,2.1933,-0.63885,-2.1547,0.37003,-0.55118,-0.56174,-0.62031,2.5672,2.1078,-0.0086222,-0.37577,0.37642,-1.3746,0.54647,0.62742,-2.482,1.5167,0.75044,-1.0834,0.39901,1.096,0.31256,1.2917,0.1772,0.56047,-0.0092893,0.61542,-0.76479,-0.010019,-1.3475,2.665,-0.40832,2.0815,0.52698,-1.6618,-0.42343,-0.7876,-0.59177,-0.59076,0.44595,-1.1401,-0.20896,0.39311,-0.96199,0.99138,-2.3588,0.23333,1.0158,-0.45151,-2.1468,-0.56673,-0.2094,2.1122,-0.6255,1.0513,0.50709,0.71733,0.018624,-0.76718
-0.87159,-1.5452,2.6959,-0.14515,-1.4843,-0.26636,3.0551,-1.5175,1.7576,-2.1891,1.5601,0.59709,-2.2882,2.2397,-0.80991,-2.0845,0.64007,-0.079009,-0.67194,-0.73539,2.8289,2.4475,0.041187,-0.47212,0.30526,-1.5811,0.561,0.90893,-3.0518,1.6103,0.7695,-0.94647,0.67129,1.1828,0.3788,1.5179,0.33655,0.53597,-0.024329,0.6989,-0.91088,0.36715,-1.4412,3.0551,-0.31962,2.3385,0.7142,-1.963,-0.687,-0.78173,-0.17242,-0.86904,0.51502,-1.4189,-0.042036,0.43241,-1.2242,1.1581,-2.5792,0.11134,1.2761,-0.56267,-2.4168,-0.54255,-0.14636,2.1291,-0.88477,1.277,0.56114,1.0413,-0.23267,-0.96216
-0.89938,-1.9391,2.7309,-0.23466,-1.514,-0.43835,3.3764,-1.8952,2.0883,-2.325,1.9771,0.6662,-2.3622,2.4035,-0.91997,-1.9931,0.82993,0.49991,-0.96027,-1.224,3.3645,2.6212,-0.20677,-0.36545,0.16075,-1.7524,0.3138,1.0512,-3.3713,1.8458,1.1676,-0.95974,0.96327,1.423,0.40573,1.4821,0.71192,0.70456,-0.22565,0.66361,-1.1314,0.32455,-1.3602,3.3764,-0.37975,2.8335,1.0581,-2.1664,-0.75825,-0.99065,0.18498,-1.0538,0.64982,-1.5532,0.2057,0.37993,-1.4795,1.4561,-2.7334,0.42536,1.4311,-0.64985,-2.8285,-0.24288,-0.1873,2.283,-0.91006,1.556,0.84338,1.3639,-0.34436,-1.2602
-0.65137,-2.2623,2.7244,-0.20372,-1.5149,-0.35384,3.7728,-2.3135,2.2548,-2.5044,2.2905,0.65214,-2.7147,2.2098,-1.1316,-1.7589,0.99152,1.0293,-1.05,-1.632,3.5815,2.852,-0.24066,-0.30838,0.0021416,-1.7962,0.30397,1.1436,-3.7922,1.9421,1.5517,-0.92665,1.1692,1.4954,0.33058,1.5971,0.91531,0.78275,-0.32963,0.75619,-1.2077,0.6415,-1.407,3.7728,-0.27846,3.1446,1.1518,-2.3414,-0.65633,-0.90818,0.46259,-1.6582,0.73385,-1.9451,0.45926,0.51296,-1.7292,1.576,-3.1821,0.41686,1.4635,-0.71611,-3.1035,-0.21635,0.027928,2.4422,-1.1788,1.8091,1.2066,1.6666,-0.55032,-1.4336
-0.90442,-2.5878,3.0396,-0.17188,-1.5108,-0.30306,4.1901,-2.7387,2.3012,-2.6328,2.6438,0.79072,-2.9031,2.521,-1.2893,-1.4727,0.94889,1.3227,-1.4002,-2.0827,3.7687,3.0748,-0.28133,-0.15704,-0.108,-1.8279,0.17374,1.2331,-4.3264,2.331,1.6971,-0.80194,1.3385,1.5032,0.47634,1.6044,0.97903,0.95253,-0.55738,0.81442,-1.2892,0.74993,-1.4818,4.1901,-0.4163,3.6095,1.1947,-2.6115,-0.94168,-1.1406,0.89506,-1.7435,0.97228,-2.5065,0.73058,0.29132,-1.7452,1.8813,-3.4621,0.59348,2.0093,-0.98464,-3.6561,-0.041454,0.21508,2.5943,-1.4171,2.0453,1.64,1.805,-0.70477,-1.7647
-0.87004,-2.868,3.089,-0.059291,-1.2622,-0.413,4.4942,-3.036,2.4857,-2.651,3.0926,0.7902,-3.3364,2.7003,-1.447,-1.1578,1.3556,1.6641,-1.6585,-2.4957,3.8115,3.3891,-0.30994,-0.3605,-0.27301,-1.8346,0.17975,1.1991,-4.4576,2.2323,1.968,-0.75316,1.4158,1.4001,0.30712,1.7863,1.2434,1.1499,-0.87984,0.89483,-1.272,0.89047,-1.513,4.4942,-0.28522,3.7053,1.4603,-2.9394,-0.98973,-1.3348,0.91581,-2.0441,1.1106,-2.6393,1.1187,0.3149,-1.9837,2.1548,-3.9755,0.58278,2.1685,-1.0032,-3.7967,-0.021937,0.34372,2.6771,-1.4408,2.139,1.8019,2.067,-1.0162,-1.931
-0.71023,-3.2224,3.3662,0.054388,-0.95123,-0.40675,4.6577,-3.3764,2.6977,-2.757,3.4747,0.9998,-3.4609,2.9337,-1.7776,-0.82059,1.4363,2.1732,-2.1281,-2.9906,4.0192,3.6824,-0.21984,-0.29815,-0.40605,-1.9698,0.39129,1.465,-4.879,2.3779,2.4977,-0.61271,1.572,1.3961,0.29271,1.881,1.3909,1.2907,-1.175,1.0589,-1.4928,0.8685,-1.5209,4.6577,-0.13932,4.1507,1.6569,-2.9587,-1.0709,-1.2726,1.1945,-2.3745,1.2835,-3.0759,1.2618,0.16397,-1.9122,2.6069,-4.3921,0.67291,2.4501,-1.1674,-4.0549,-0.015506,0.5678,2.9154,-1.7753,2.2725,2.0376,2.2618,-1.1266,-1.9807
-0.68122,-3.3258,3.6513,0.27058,-0.74942,-0.36223,5.1456,-3.7706,2.9531,-3.0575,4.13,0.94354,-3.8784,3.2265,-1.9817,-0.69649,1.6205,2.423,-2.4499,-3.4844,4.089,4.1296,-0.27501,-0.26268,-0.49373,-2.1885,0.45248,1.4481,-5.1664,2.4285,2.8656,-0.24867,1.9774,1.2872,0.090358,1.7308,1.7456,1.6375,-1.2563,0.93709,-1.3735,1.0629,-1.1429,5.1456,0.016986,4.4512,1.8228,-3.1816,-0.98244,-1.2008,1.4429,-2.7439,1.3537,-3.4285,1.6824,0.11581,-1.9873,3.064,-4.7643,0.57171,2.5917,-1.3109,-4.1662,0.045868,0.91319,3.1867,-1.8306,2.5505,2.2501,2.6586,-1.3638,-2.1069
-0.6403,-3.5976,3.8176,0.40354,-0.65539,-0.36751,5.4563,-3.9708,3.3067,-3.0627,4.4324,0.89919,-4.2807,3.4303,-2.1897,-0.47713,2.0572,3.0811,-2.6215,-3.7217,4.1587,4.3078,-0.044517,-0.2147,-0.56679,-2.1906,0.79978,1.6761,-5.2403,2.5379,3.2649,-0.13833,2.2627,1.0475,0.18349,2.0392,1.7991,2.138,-1.4765,0.85814,-1.4335,1.0815,-1.1014,5.4563,0.44339,4.7953,2.088,-3.3828,-0.85329,-1.0204,1.6983,-3.0383,1.327,-3.9152,2.0537,0.023515,-2.0485,3.432,-5.3438,0.73255,2.9577,-1.1884,-4.3343,0.099447,1.2362,3.3313,-2.0433,2.7527,2.4207,2.6789,-1.3946,-2.4186
-0.85319,-3.7767,4.0238,0.46019,-0.46896,-0.29493,6.047,-4.4681,3.5354,-3.2475,5.0726,1.1226,-4.6762,3.5837,-2.1786,-0.39614,2.6102,3.4499,-3.0665,-4.4695,4.1099,4.6861,-0.24834,-0.089091,-0.57317,-2.207,1.1749,1.8323,-5.3012,2.9098,3.4055,-0.068657,2.168,0.86046,-0.2889,1.7403,2.0677,2.696,-1.6413,0.70947,-1.5266,0.97039,-0.82627,6.047,0.40584,4.9403,2.4578,-3.3344,-1.0073,-0.88597,1.8349,-3.4784,1.2695,-4.0992,2.2975,0.021549,-2.1568,3.7119,-5.8007,0.54118,3.1617,-1.2296,-4.7985,0.25812,1.6209,3.4514,-1.9775,3.0279,2.7001,2.9941,-1.4687,-2.8281
-0.9852,-3.8586,4.3983,0.64382,-0.2435,-0.29336,6.6756,-4.7238,3.8405,-3.5602,5.5883,0.94109,-4.9463,3.6365,-2.3271,-0.13194,2.9471,4.0259,-3.4741,-5.154,4.2384,5.0264,-0.29693,-0.22403,-0.67063,-2.3989,1.8444,2.1735,-5.4207,2.9985,3.8882,0.026936,2.4758,0.59486,-0.4132,1.5978,2.2076,3.4041,-2.0506,0.72949,-1.4992,0.68115,-0.59817,6.6756,0.76095,5.172,2.8175,-3.4887,-0.73912,-0.82401,1.9468,-3.8155,1.3746,-4.5739,2.553,0.23499,-2.193,4.2053,-6.281,0.56627,3.5252,-1.3698,-5.2091,0.42557,1.9832,3.7496,-2.1884,3.3908,3.1068,3.1345,-1.5381,-3.1462
-1.2691,-4.1333,4.5469,0.86341,-0.11365,-0.30904,6.9747,-5.0496,3.9673,-3.7049,5.6969,0.6731,-5.6362,3.8541,-2.3827,0.040062,3.213,4.5672,-3.9108,-5.7349,4.4548,5.4515,-0.28707,-0.2552,-0.59269,-2.3052,2.2141,2.4361,-5.3513,3.2698,4.2677,0.049086,2.564,0.40772,-0.44377,1.5576,2.4989,3.7699,-2.5527,0.43859,-1.6094,0.70934,-0.32701,6.9747,0.71448,5.2757,3.187,-3.6077,-0.50666,-0.42575,2.2076,-4.2152,1.1396,-4.9814,3.0006,0.33159,-2.3628,4.6827,-7.0432,0.51557,3.9216,-1.4185,-5.3811,0.51364,2.4074,4.0264,-2.3874,3.5641,3.4973,3.167,-1.6478,-3.5319
-1.3064,-4.4009,4.6686,0.97007,0.17322,-0.23945,7.4947,-5.1101,4.162,-3.763,6.1959,0.60361,-5.9144,4.1372,-2.2556,0.11685,3.5423,5.1921,-4.3147,-6.4173,4.7571,5.818,-0.13243,-0.33353,-0.79882,-2.4604,2.704,2.6655,-5.0869,3.4511,4.9981,0.08454,2.6274,0.14668,-0.48267,1.648,2.7566,4.3822,-2.9697,0.094551,-1.6604,0.49169,0.090218,7.4947,0.78306,5.4569,3.5136,-3.7785,-0.33491,-0.28462,2.3822,-4.5133,1.4122,-5.562,3.0195,0.50418,-2.563,5.1046,-7.4806,0.60909,4.3132,-1.3641,-5.6598,0.53693,2.9073,4.4866,-2.4661,3.7885,3.962,3.2324,-1.53,-3.9177
-1.384,-4.6373,5.1039,1.2097,0.248,-0.40728,8.0327,-5.2619,4.6315,-3.9977,6.3452,0.33322,-6.4521,4.2783,-2.0932,0.29624,3.7874,5.7032,-4.6083,-7.1398,4.8209,6.2323,-0.060509,-0.2199,-0.99064,-2.4465,3.3088,3.0331,-4.968,3.9296,5.2388,0.32905,2.7541,-0.1492,-0.85384,1.5895,2.8591,4.8821,-3.3591,-0.061916,-1.8671,0.54401,0.077724,8.0327,0.68704,5.6578,3.9709,-3.8214,-0.2922,0.050599,2.4175,-4.878,1.4755,-6.0468,3.1927,0.31328,-2.2949,5.6273,-7.8753,0.38927,4.5628,-1.3882,-5.9344,0.54908,3.2632,5.0015,-2.6191,3.9326,4.3143,3.202,-1.3263,-4.2056
-1.4972,-4.861,5.4332,1.3132,0.23238,-0.54855,8.3643,-5.1854,4.8228,-4.2906,6.7061,0.17128,-6.8314,4.3487,-2.1205,0.35216,4.1228,6.1577,-4.6722,-7.9099,5.2441,6.7236,-0.092273,-0.21413,-1.1959,-2.0732,3.8326,3.2944,-4.8469,4.3076,5.7104,0.58988,2.7495,-0.25871,-0.87829,1.715,3.1746,5.5155,-3.8403,-0.15515,-1.9192,0.412,0.64871,8.3643,0.64946,6.0479,4.1612,-4.1515,-0.22387,0.25408,2.5712,-5.3481,1.6308,-6.5115,3.533,0.67861,-2.1687,6.0569,-8.1377,0.36423,4.876,-1.4659,-6.5724,0.60768,3.5806,5.2503,-2.6727,4.2399,4.8448,3.1655,-1.0656,-4.4199
-1.5885,-5.1513,5.2149,1.4431,0.5014,-0.5456,8.7905,-5.3556,4.5889,-4.5301,6.8801,0.058593,-7.1098,4.6115,-2.1204,0.614,4.3752,6.7682,-5.0098,-8.3628,5.5862,7.0163,0.20942,-0.061326,-1.6065,-2.1018,4.2701,3.6456,-4.8718,4.0407,5.973,0.83036,2.8331,-0.45165,-0.98071,1.625,3.5303,5.9454,-4.2365,-0.34101,-2.2648,0.42535,0.8774,8.7905,0.55723,6.3903,4.4982,-4.1946,-0.13739,0.51315,2.7853,-5.7677,1.8667,-6.9173,3.8501,0.96256,-2.2428,6.3734,-8.5497,0.36935,5.2409,-1.6414,-6.6262,0.85856,3.776,5.6504,-2.7682,4.5332,5.2661,3.0842,-0.85185,-4.8778
-1.8973,-5.4983,5.5018,1.4499,0.52161,-0.56313,8.991,-5.4209,4.4982,-4.7374,7.1932,-0.18384,-7.3205,4.7256,-2.0583,0.64934,4.8708,7.3256,-5.2847,-9.1277,5.7248,7.2839,-0.0017304,0.079726,-2.0988,-1.998,4.6375,3.9206,-4.835,4.3952,6.443,0.96141,2.7743,-0.52317,-1.2955,1.2828,3.5168,6.2992,-4.8223,-0.34565,-2.3819,0.15777,1.2318,8.991,0.59191,6.6154,4.7382,-4.1824,-0.023481,0.6003,3.0361,-6.3814,2.2375,-7.3845,4.1156,1.1969,-2.0545,6.7677,-8.7112,0.32165,5.5278,-1.7042,-7.117,1.1812,4.0135,6.1404,-3.0692,4.7455,5.6578,3.1763,-0.60465,-5.1692
-2.1352,-5.6833,5.4692,1.6174,0.77475,-0.43937,9.1812,-5.648,4.2252,-4.8815,7.6548,-0.29872,-7.651,5.0926,-2.1969,0.59967,5.0158,7.7524,-5.5836,-9.663,6.1096,7.6497,0.37571,0.23904,-2.6074,-1.7759,4.949,4.2453,-4.5375,4.3534,6.7506,1.3365,2.8399,-0.56577,-1.4679,1.2918,3.7337,6.5852,-5.2563,-0.75936,-2.6339,0.12667,1.9458,9.1812,0.74435,6.9952,5.2019,-4.3507,0.28636,0.4436,3.1895,-6.9876,2.4572,-7.7502,4.2771,1.4421,-2.0033,7.2633,-9.0893,0.00063983,5.9865,-1.9028,-7.3837,1.5586,4.4678,6.788,-3.0776,5.1202,6.1815,3.2107,-0.19696,-5.2633
-2.6286,-5.7767,5.3254,1.741,0.75578,-0.4303,9.7945,-5.6785,3.993,-4.9828,8.0566,-0.48941,-7.7975,5.4744,-1.9629,0.58404,5.414,8.362,-5.8618,-10.341,6.5206,8.0039,0.33803,0.30843,-3.1499,-1.7754,5.097,4.4666,-4.6006,4.2834,7.1676,1.6978,2.8129,-0.6035,-1.5367,1.0676,3.8573,6.8632,-5.5185,-0.76558,-3.2554,-0.053822,2.1433,9.7945,0.67602,7.2656,5.628,-4.4369,0.58483,0.70064,3.3512,-7.4574,2.7247,-8.273,4.4478,1.7066,-1.8826,7.5665,-9.4807,-0.12231,6.2465,-2.1666,-7.4705,1.8004,4.717,7.1856,-3.171,5.6222,6.6439,3.222,0.17728,-5.4782
-2.9676,-5.9618,5.294,2.0029,0.88594,-0.52594,10.228,-5.8633,3.8301,-5.2,8.4719,-0.56935,-7.9716,5.8973,-1.8347,0.72689,5.715,8.8141,-6.2767,-10.892,6.8295,8.1736,0.5379,0.36245,-3.3333,-1.7809,5.2037,4.7201,-4.46,4.3789,7.6136,2.1916,2.5938,-0.39666,-1.7037,1.0078,3.7347,7.2703,-6.1971,-0.89328,-3.3845,-0.18956,2.7722,10.228,0.64893,7.7344,6.1332,-4.3628,0.78412,0.39012,3.8716,-7.8806,2.8865,-8.8257,4.6505,2.0658,-1.9915,7.7503,-9.9493,-0.15541,6.8077,-2.2072,-7.7486,2.1761,5.0136,7.525,-3.4287,5.9731,7.002,3.0327,0.49007,-5.5557
-3.2125,-6.1073,5.2846,2.2336,1.1216,-0.50505,10.441,-5.8682,3.5159,-5.2026,8.9307,-0.69445,-8.1923,6.4182,-1.665,0.63599,6.0385,9.3101,-6.5196,-11.555,7.1399,8.7212,0.6246,0.69623,-3.9152,-1.5673,5.3296,4.888,-4.4218,4.3604,7.8527,2.5562,2.567,-0.12743,-1.8242,0.87184,3.9009,7.5959,-6.5618,-1.2257,-3.6995,-0.2331,3.0384,10.441,0.48543,7.6767,6.6566,-4.3928,1.0287,0.38622,4.2129,-8.5628,3.0153,-9.0866,4.7377,2.6311,-1.7835,8.057,-10.209,-0.0059607,7.0139,-2.3688,-7.6943,2.4959,5.4034,7.9997,-3.5568,6.1191,7.5024,2.9812,0.7723,-5.9314
-3.3991,-6.1766,5.2018,2.5542,1.2356,-0.56645,10.78,-6.1345,3.3254,-5.3048,9.3538,-0.85834,-8.4509,6.9932,-1.6271,0.64887,6.3747,9.8788,-6.7439,-12.16,7.4218,8.978,0.81183,0.82819,-4.556,-1.5264,5.5964,5.0804,-4.3902,4.2961,8.3145,2.8859,2.5789,0.03261,-1.9135,0.77895,3.8647,8.1066,-7.1666,-1.5371,-3.9584,-0.67368,3.4562,10.78,0.76283,7.9066,7.0116,-4.344,1.2982,0.18743,4.5829,-9.0367,3.2124,-9.377,4.965,2.9306,-1.7881,8.5691,-10.726,0.19255,7.344,-2.2897,-7.9226,2.5839,5.6575,8.3061,-3.7837,6.4181,8.2414,2.801,1.1708,-6.069
-3.6399,-6.2684,5.3183,2.7248,1.3596,-0.71042,11.017,-6.2102,2.998,-5.5274,9.9298,-0.98946,-9.066,7.2151,-1.7076,0.80638,6.659,10.177,-7.0631,-12.683,7.9756,9.2958,0.89718,0.85236,-5.079,-1.5761,5.6996,5.2583,-4.4059,4.3327,8.3836,3.3213,2.6587,0.084876,-1.9008,0.58188,3.827,8.2018,-7.609,-1.7481,-4.3027,-0.73775,3.828,11.017,0.85081,8.0308,7.2381,-4.499,1.7168,-0.1017,4.9452,-9.2934,3.459,-9.7594,5.2843,3.3579,-1.7381,8.7697,-11.131,0.13015,7.75,-2.4865,-7.8704,2.8549,5.934,8.624,-3.9044,6.9303,8.7067,2.5802,1.4244,-6.3074
-3.6659,-6.3063,5.403,3.0658,1.5569,-0.82828,11.156,-6.2241,2.6001,-5.4256,10.32,-1.0395,-9.3806,7.8338,-1.5462,1.0091,7.1242,10.781,-7.1966,-13.068,8.1866,9.5122,1.1655,1.2209,-5.4633,-1.6732,5.6836,5.4873,-4.0118,4.2792,8.7198,3.7162,2.8308,0.22954,-1.7784,0.56928,3.9177,8.5703,-7.9809,-1.8639,-4.4023,-0.96198,4.2182,11.156,1.2857,8.4123,7.6264,-4.6429,1.9128,-0.21114,5.1943,-9.852,3.558,-10.04,5.4843,3.714,-1.5191,8.8039,-11.311,0.070239,7.9311,-2.2856,-7.9462,2.9774,6.2665,8.6267,-4.0556,6.9178,9.1444,2.6145,1.4973,-6.3021
